sponsor_ein,plan_number,plan_year,sponsor,plan_name,sponsor_plan_key,issuer_name,investment_description,asset_type,morningstar_ticker,par_value,cost,current_value,units_or_shares,page_number,row_id,confidence,pdf_stem
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,TIAA and CREF CREF Social Choice Account NR,TIAA and CREF CREF Social Choice Account N/R,Mutual Fund,,,,24149539,,47,9,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,TIAA and CREF CREF Stock Account NR,TIAA and CREF CREF Stock Account N/R,Mutual Fund,,,,457561719,,47,10,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,TIAA and CREF TIAA Real Estate Account NR,TIAA and CREF TIAA Real Estate Account N/R,Commingled Fund,,,,37668168,,47,11,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,PGIM Jennison Fund PGIM Jennison Small Company NR,PGIM Jennison Fund PGIM Jennison Small Company N/R,Mutual Fund,,,,23576166,,47,12,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Principal Funds Principal Global Real Estate Sec NR,Principal Funds Principal Global Real Estate Sec N/R,Mutual Fund,,,,32352698,,47,13,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Extend Mkt Index Inst N/R,Mutual Fund,VTSAX,,,325812355,,47,14,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Fed Money Mkt N/R,Mutual Fund,VTSAX,,,93903179,,47,15,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard FTSE Social Idx Inst N/R,Mutual Fund,VTSAX,,,51526874,,47,16,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Global Equity Inv N/R,Mutual Fund,VTSAX,,,60236557,,47,17,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Inflation Prot Sec Inst N/R,Mutual Fund,VTSAX,,,47231047,,47,18,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Institutional Index Inst N/R,Mutual Fund,VTSAX,,,711334023,,47,19,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Int'l Growth Adm N/R,Mutual Fund,VTSAX,,,156533239,,47,20,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Inst Tgt Retirement 2020 N/R,Mutual Fund,VTSAX,,,54311899,,47,21,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Inst Tgt Retirement 2025 N/R,Mutual Fund,VTSAX,,,123003358,,47,22,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Inst Tgt Retirement 2030 N/R,Mutual Fund,VTSAX,,,173923333,,47,23,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Inst Tgt Retirement 2035 N/R,,,,,254798959,,48,1,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Inst Tgt Retirement 2040 N/R,,,,,291425992,,48,2,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Inst Tgt Retirement 2045 N/R,,,,,336908299,,48,3,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Inst Tgt Retirement 2050 N/R,,,,,369576360,,48,4,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Inst Tgt Retirement 2055 N/R,,,,,291862754,,48,5,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Inst Tgt Retirement 2060 N/R,,,,,138775010,,48,6,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Inst Tgt Retirement 2065 N/R,,,,,24974524,,48,7,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Inst Tgt Retirement 2070 N/R,,,,,1432373,,48,8,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Inst Tgt Retirement Income N/R,,,,,27142383,,48,9,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard US Growth Adm N/R,,,,,291254847,,48,10,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Windsor II Admiral N/R,,,,,412706846,,48,11,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Ttl Bd Mkt Idx InstPl N/R,,,,,166125087,,48,12,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Loans receivable from participants 2034 0,Loans receivable from participants 2034 0,,,,,42959428,,48,13,,20251014151935NAL0001602227001 (1)
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Level 1,Level 1,,,,,Quoted prices in active markets for identical assets or liabilities,,32,3,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Level 2,Level 2,,,,,"Observable inputs other than Level 1 prices, such as quoted prices for similar assets or liabilities;",,32,4,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Level 3,Level 3,,,,,Unobservable inputs supported by little or no market activity and are significant to the fair value of,,32,7,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,FIAM Index TD Income R,Mutual Fund,FSKAX,,**,"$ 16,943,258",,37,2,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,FIAM Index TD 2010 R,Mutual Fund,FSKAX,,**,"7,669,477",,37,3,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,FIAM Index TD 2015 R,Mutual Fund,FSKAX,,**,"15,410,985",,37,4,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,FIAM Index TD 2020 R,Mutual Fund,FSKAX,,**,"80,551,347",,37,5,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,FIAM Index TD 2025 R,Mutual Fund,FSKAX,,**,"177,560,977",,37,6,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,FIAM Index TD 2030 R,Mutual Fund,FSKAX,,**,"355,474,674",,37,7,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,FIAM Index TD 2035 R,Mutual Fund,FSKAX,,**,"457,748,889",,37,8,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,FIAM Index TD 2040 R,Mutual Fund,FSKAX,,**,"528,327,474",,37,9,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,FIAM Index TD 2045 R,Mutual Fund,FSKAX,,**,"435,269,129",,37,10,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,FIAM Index TD 2050 R,Mutual Fund,FSKAX,,**,"323,123,337",,37,11,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,FIAM Index TD 2055 R,Mutual Fund,FSKAX,,**,"211,735,499",,37,12,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,FIAM Index TD 2060 R,Mutual Fund,FSKAX,,**,"105,589,392",,37,13,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,FIAM Index TD 2065 R,Mutual Fund,FSKAX,,**,"58,637,522",,37,14,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Columbia Contrarian,Col Contr Large Cap Core,Mutual Fund,,,**,"285,130,773",,37,15,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Atlanta Capital,AC High Qual Smid,Mutual Fund,,,**,"123,632,755",,37,16,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,MFS Investment,MFS International Equity Fund Class 3A,Mutual Fund,,,**,"107,840,730",,37,17,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Prudential,Pru Core PL Bond Class 5,Mutual Fund,,,**,"90,502,370",,37,18,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Northern Trust,NT Collective All Country World ex-US Investable MFI,Mutual Fund,,,**,"181,440,182",,37,19,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Northern Trust,NT S&P 500 Index,Mutual Fund,,,**,"1,307,164,572",,37,20,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Northern Trust,NT Bond Index Fund,Mutual Fund,,,**,"108,775,876",,37,21,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Northern Trust,NT Extended Equity MarketIndex Fund,Mutual Fund,,,**,"424,363,958",,37,22,,20251008163343NAL0003432819001
20-2777218,2,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Duke Energy Common Stock Fund,"41,513,212 shares",Common Stock,,,**,"$ 1,070,296",,35,2,,20251010135251NAL0018754754001
20-2777218,2,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,US Equity SmallMidcap Blend Fund,"14,728,193 shares",Mutual Fund,,,**,"572,190",,35,4,,20251010135251NAL0018754754001
20-2777218,2,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fixed Income Index Fund,"8,905,269 shares",Mutual Fund,,,**,"95,465",,35,5,,20251010135251NAL0018754754001
20-2777218,2,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,US Equity SmallMidcap Index Fund,"14,887,655 shares",Mutual Fund,,,**,"182,374",,35,6,,20251010135251NAL0018754754001
20-2777218,2,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,NonUS Equity Index Fund,"43,968,608 shares",Mutual Fund,,,**,"511,355",,35,7,,20251010135251NAL0018754754001
20-2777218,2,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,US Equity All Cap Blend Fund,"17,236,330 shares",Mutual Fund,,,**,"928,349",,35,8,,20251010135251NAL0018754754001
20-2777218,2,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,NonUS Equity Blend Fund,"33,593,514 shares",Mutual Fund,,,**,"527,082",,35,9,,20251010135251NAL0018754754001
20-2777218,2,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fixed Income Blend Fund,"32,568,247 shares",Mutual Fund,,,**,"520,115",,35,10,,20251010135251NAL0018754754001
20-2777218,2,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Target Retirement Date Fund 2025,"8,184,996 shares",Mutual Fund,,,**,"208,390",,35,11,,20251010135251NAL0018754754001
20-2777218,2,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Target Retirement Date Fund 2030,"11,028,557 shares",Mutual Fund,,,**,"297,550",,35,12,,20251010135251NAL0018754754001
20-2777218,2,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Target Retirement Date Fund 2035,"9,378,445 shares",Mutual Fund,,,**,"276,101",,35,13,,20251010135251NAL0018754754001
20-2777218,2,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Target Retirement Date Fund 2040,"9,592,199 shares",Mutual Fund,,,**,"284,792",,35,14,,20251010135251NAL0018754754001
20-2777218,2,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Target Retirement Date Fund 2045,"10,372,917 shares",Mutual Fund,,,**,"313,262",,35,15,,20251010135251NAL0018754754001
20-2777218,2,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Target Retirement Date Fund 2050,"9,155,853 shares",Mutual Fund,,,**,"283,282",,35,16,,20251010135251NAL0018754754001
20-2777218,2,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Target Retirement Date Fund 2055,"7,965,114 shares",Mutual Fund,,,**,"246,361",,35,17,,20251010135251NAL0018754754001
20-2777218,2,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Target Retirement Date Fund 2060,"9,628,654 shares",Mutual Fund,,,**,"177,071",,35,18,,20251010135251NAL0018754754001
20-2777218,2,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Target Retirement Date Fund Post Retirement,"8,429,610 shares",Mutual Fund,,,**,"152,070",,35,19,,20251010135251NAL0018754754001
20-2777218,2,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,US Equity SP 500 Index Fund,"51,057,793 shares",Commingled Fund,,,**,"2,884,255",,35,22,,20251010135251NAL0018754754001
20-2777218,2,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Diversified Real Asset Fund,"894,605 shares",Commingled Fund,,,**,"12,864",,35,23,,20251010135251NAL0018754754001
20-2777218,2,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Global Real Estate Investment Trust Fund,"1,137,780 shares",Commingled Fund,,,**,"23,450",,35,24,,20251010135251NAL0018754754001
20-2777218,2,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,"1,073,317,961 shares",Self-Directed Brokerage Account,,,**,"1,073,318",,35,27,,20251010135251NAL0018754754001
20-2777218,2,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Securitybacked Synthetic Investment Contracts,Security-backed (Synthetic) Investment Contracts,Common/Collective Trust Fund,,,**,"466,733",,35,29,,20251010135251NAL0018754754001
20-2777218,2,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,ShortTerm Investment Fund A S,"31,713,699 units",Common/Collective Trust Fund,,,**,"12,608",,35,30,,20251010135251NAL0018754754001
20-2777218,2,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Participant Loans,Participant Loans,Participant Loan,,,– 0 –,"141,558",,35,33,,20251010135251NAL0018754754001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,TIAA Traditional Benefit Responsive Annuity,Unallocated Annuity Contracts,,,,(1),"2,020",,40,2,,20251008102359NAL0009553392001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,TIAA Real Estate Fund,TIAA Real Estate Fund,,,,(1),"140,642,456",,40,3,,20251008102359NAL0009553392001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,BlackRock,BlackRock Total Return K,,,,(1),"30,718,627",,40,5,,20251008102359NAL0009553392001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,CREF Core Bond Market Fund R3,CREF Core Bond Market Fund R3,,,,(1),"67,242,574",,40,6,,20251008102359NAL0009553392001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,CREF Equity Index Fund R3,CREF Equity Index Fund R3,Index Fund,,,(1),"163,218,770",,40,7,,20251008102359NAL0009553392001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,CREF Global Equities Fund R3,CREF Global Equities Fund R3,,,,(1),"215,268,287",,40,8,,20251008102359NAL0009553392001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,CREF Growth Fund R3,CREF Growth Fund R3,,,,(1),"175,204,876",,40,9,,20251008102359NAL0009553392001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,CREF InflationLinked Bond Fund R3,CREF Inflation-Linked Bond Fund R3,,,,(1),"37,984,514",,40,10,,20251008102359NAL0009553392001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,CREF Money Market Fund R3,CREF Money Market Fund R3,Money Market Fund,,,(1),"34,214,509",,40,11,,20251008102359NAL0009553392001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,CREF Social Choice Fund R3,CREF Social Choice Fund R3,,,,(1),"122,853,711",,40,12,,20251008102359NAL0009553392001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,CREF Stock Fund R3,CREF Stock Fund R3,,,,(1),"653,212,709",,40,13,,20251008102359NAL0009553392001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,CREF Social Choice Fund R4,CREF Social Choice Fund R4,,,,(1),"48,733,446",,40,14,,20251008102359NAL0009553392001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Developed Markets Index Plus,,,,(1),"143,960,192",,40,15,,20251008102359NAL0009553392001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Emerging Markets Stock Index Fund: Inst'l Plus Shares,Index Fund,,,(1),"73,966,063",,40,16,,20251008102359NAL0009553392001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Federal Money Market Fund,Money Market Fund,,,(1),"65,974,654",,40,17,,20251008102359NAL0009553392001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Growth Index Fund Institutional Shares,Index Fund,,,(1),"228,285,326",,40,18,,20251008102359NAL0009553392001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Inflation-Protected Securities Fund Investor Shares,,,,(1),"47,263,539",,40,19,,20251008102359NAL0009553392001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Index Fund Plus Shares,Index Fund,,,(1),"481,629,419",,40,20,,20251008102359NAL0009553392001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Target Retirement 2020 Fund,,,,(1),"167,808,102",,40,21,,20251008102359NAL0009553392001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Target Retirement 2025 Fund,,,,(1),"285,982,177",,40,22,,20251008102359NAL0009553392001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Target Retirement 2030 Fund,,,,(1),"397,720,293",,40,23,,20251008102359NAL0009553392001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Target Retirement 2035 Fund,,,,(1),"355,156,868",,40,24,,20251008102359NAL0009553392001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Target Retirement 2040 Fund,,,,(1),"362,775,878",,40,25,,20251008102359NAL0009553392001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Target Retirement 2045 Fund,,,,(1),"321,233,429",,40,26,,20251008102359NAL0009553392001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Target Retirement 2050 Fund,,,,(1),"188,131,627",,40,27,,20251008102359NAL0009553392001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Target Retirement 2055 Fund,,,,(1),"75,647,895",,40,28,,20251008102359NAL0009553392001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Target Retirement 2060 Fund,,,,(1),"24,762,205",,40,29,,20251008102359NAL0009553392001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Target Retirement 2065 Fund,,,,(1),"13,915,514",,40,30,,20251008102359NAL0009553392001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Target Retirement 2070 Fund,,,,(1),"1,556,974",,40,31,,20251008102359NAL0009553392001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Target Retirement Income Fund,,,,(1),"166,673,561",,40,32,,20251008102359NAL0009553392001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Intermediate-Term Treasury Fund Investor Shares,,,,(1),"25,626,733",,40,33,,20251008102359NAL0009553392001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Mid-Cap Index Institutional,,,,(1),"93,656,567",,40,34,,20251008102359NAL0009553392001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Real Estate Index Institutional,,,,(1),"37,590,157",,40,35,,20251008102359NAL0009553392001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Small-Cap Index Fund Investor Shares,Index Fund,,,(1),"169,344,505",,40,36,,20251008102359NAL0009553392001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Total Bond Market Index Fund Inst'l Shares,Index Fund,,,(1),"99,410,006",,40,37,,20251008102359NAL0009553392001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Total International Stock Index Fund,Index Fund,,,(1),"45,933,671",,40,38,,20251008102359NAL0009553392001
23-1352685,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Value Index Institutional,,,,(1),"150,295,793",,40,39,,20251008102359NAL0009553392001
25-1423657,998,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,,1h Operating payables ..................................................................................... Acquisition indebtedness .............................................................................,,,,,-123456789012345,,14,13,,20251013185008NAL0000908387001
25-1423657,998,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Hartford Schroders Intl Stock,Hartford Schroders Intl Stock,Mutual Fund,,,**,"22,075,561",,20,1,,20251013185008NAL0000908387001
25-1423657,998,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,JP Morgan,JP Morgan Large Cap Growth R6,Mutual Fund,,,**,"867,312,487",,20,2,,20251013185008NAL0000908387001
25-1423657,998,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,JP Morgan,JP Morgan Core Plus Bond R6,Mutual Fund,,,**,"115,889,340",,20,3,,20251013185008NAL0000908387001
