pdf_stem,page_number,row_id,pre_issuer_name,post_issuer_name,pre_investment_description,post_investment_description,pre_asset_type,post_asset_type,pre_current_value,post_current_value,changed
20250901141031NAL0013656881001,73,5,Vanguard Global ESG Select Stock Fund Admiral Shares,Vanguard,,Global ESG Select Stock Fund Admiral Shares,Mutual Fund,Common Stock,"49,873,223","49,873,223",YES
20250901141031NAL0013656881001,73,6,Vanguard International Growth Fund Admiral Shares,Vanguard,,International Growth Fund Admiral Shares,Mutual Fund,Mutual Fund,"738,719,638","738,719,638",YES
20250901141031NAL0013656881001,73,7,Vanguard PRIMECAP Fund Admiral Shares,Vanguard,,PRIMECAP Fund Admiral Shares,Mutual Fund,Mutual Fund,"1,865,962,898","1,865,962,898",YES
20250901141031NAL0013656881001,73,8,Vanguard Total Stock Market Index Fund Institutional Select Shares,Vanguard,,Total Stock Market Index Fund,Mutual Fund,Common Stock,"4,048,548,218","4,048,548,218",YES
20250901141031NAL0013656881001,73,9,,NOT FOUND,,NOT FOUND,,NOT FOUND,"8,288,146,883",NOT FOUND,YES
20250901141031NAL0013656881001,73,10,JPMorgan SmartRetirement Passive Blend 2020 Fund; CF-Z,JP Morgan,Collective Investment Fund,SmartRetirement Passive Blend 2020 Fund CF-Z,,Mutual Fund,"482,862,012","482,862,012",YES
20250901141031NAL0013656881001,73,11,JPMorgan SmartRetirement Passive Blend 2025 Fund; CF-Z,JPMorgan,Collective Investment Fund,SmartRetirement Passive Blend 2025 Fund Class CF-Z,,Mutual Fund,"909,180,476","909,180,476",YES
20250901141031NAL0013656881001,73,12,JPMorgan SmartRetirement Passive Blend 2030 Fund; CF-Z,JPMorgan,Collective Investment Fund,SmartRetirement Passive Blend 2030 Fund Class CF-Z,,Mutual Fund,"1,279,489,083","1,279,489,083",YES
20250901141031NAL0013656881001,73,13,JPMorgan SmartRetirement Passive Blend 2035 Fund; CF-Z,JPMorgan,Collective Investment Fund,SmartRetirement Passive Blend 2035 Fund Class CF-Z,,Mutual Fund,"1,663,946,483","1,663,946,483",YES
20250901141031NAL0013656881001,73,14,JPMorgan SmartRetirement Passive Blend 2040 Fund; CF-Z,JPMorgan,Collective Investment Fund,SmartRetirement Passive Blend 2040 Fund Class CF-Z,,Mutual Fund,"1,631,398,818","1,631,398,818",YES
20250901141031NAL0013656881001,73,15,JPMorgan SmartRetirement Passive Blend 2045 Fund; CF-Z,JPMorgan,Collective Investment Fund,SmartRetirement Passive Blend 2045 Fund Class CF-Z,,Mutual Fund,"1,485,904,387","1,485,904,387",YES
20250901141031NAL0013656881001,73,16,JPMorgan SmartRetirement Passive Blend 2050 Fund; CF-Z,JPMorgan,Collective Investment Fund,SmartRetirement Passive Blend 2050 Fund Class CF-Z,,Mutual Fund,"1,198,238,064","1,198,238,064",YES
20250901141031NAL0013656881001,73,17,JPMorgan SmartRetirement Passive Blend 2055 Fund; CF-Z,JPMorgan,Collective Investment Fund,SmartRetirement Passive Blend 2055 Fund Class CF-Z,,Mutual Fund,"676,494,594","676,494,594",YES
20250901141031NAL0013656881001,73,18,JPMorgan SmartRetirement Passive Blend 2060 Fund; CF-Z,JPMorgan,Collective Investment Fund,SmartRetirement Passive Blend 2060 Fund Class CF-Z,,Mutual Fund,"213,948,883","213,948,883",YES
20250901141031NAL0013656881001,73,19,JPMorgan SmartRetirement Passive Blend 2065 Fund; CF-Z,JPMorgan,Collective Investment Fund,SmartRetirement Passive Blend 2065 Fund Class CF-Z,,Mutual Fund,"13,447,530","13,447,530",YES
20250901141031NAL0013656881001,73,20,JPMorgan SmartRetirement Passive Blend Income Fund; CF-Z,JPMorgan,Collective Investment Fund,SmartRetirement Passive Blend Income Fund Class CF-Z,,Mutual Fund,"276,595,998","276,595,998",YES
20250901141031NAL0013656881001,73,21,Vanguard Institutional Total Bond Market Index Trust,Vanguard,Collective Investment Fund,Total Bond Market Index Fund,,Corporate Bond,"1,090,139,220","1,090,139,220",YES
20250901141031NAL0013656881001,73,22,Vanguard Institutional Total International Stock Market Index,Vanguard,Collective Investment Fund,Total International Stock Market Index Fund,,Common Stock,"1,157,787,900","1,157,787,900",YES
20250901141031NAL0013656881001,73,23,KP Interest Income Fund,KP,Collective Investment Fund,Interest Income Fund,,Mutual Fund,"1,487,870,777","1,487,870,777",YES
20250901141031NAL0013656881001,73,24,,NOT FOUND,,NOT FOUND,,NOT FOUND,"13,567,304,225",NOT FOUND,YES
20250901141031NAL0013656881001,73,25,Vanguard Brokerage Option Fund,Vanguard,Participant-directed brokerage accounts,Brokerage Option Fund,,Mutual Fund,"128,819,612","128,819,612",YES
20250901141031NAL0013656881001,73,1,Vanguard Cash Reserves Federal MM Fund Admiral Shares,Vanguard,,Cash Reserves Federal Money Market Fund Admiral Shares,Mutual Fund,Money Market Fund,"4,247,579","$ 4,247,579",YES
20250901141031NAL0013656881001,73,2,Vanguard Core Bond Fund Admiral Shares,Vanguard,,Core Bond Fund Admiral Shares,Mutual Fund,Corporate Bond,"526,444,804","526,444,804",YES
20250901141031NAL0013656881001,73,3,Vanguard Explorer Fund Admiral Shares,Vanguard,,Explorer Fund Admiral Shares,Mutual Fund,Mutual Fund,"262,837,491","262,837,491",YES
20250901141031NAL0013656881001,73,4,Vanguard FTSE Social  Institutional Shares,Vanguard,Mutual Fund,FTSE Social Index Fund,Index Fund,Mutual Fund,"791,513,032","791,513,032",YES
20250901141031NAL0013656881001,73,5,Vanguard Global ESG Select Stock Fund Admiral Shares,Vanguard,,Global ESG Select Stock Fund Admiral Shares,Mutual Fund,Common Stock,"49,873,223","49,873,223",YES
20250901141031NAL0013656881001,73,6,Vanguard International Growth Fund Admiral Shares,Vanguard,,International Growth Fund Admiral Shares,Mutual Fund,Mutual Fund,"738,719,638","738,719,638",YES
20250901141031NAL0013656881001,73,7,Vanguard PRIMECAP Fund Admiral Shares,Vanguard,,PRIMECAP Fund Admiral Shares,Mutual Fund,Mutual Fund,"1,865,962,898","1,865,962,898",YES
20250901141031NAL0013656881001,73,8,Vanguard Total Stock Market Index Fund Institutional Select Shares,Vanguard,,Total Stock Market Index Fund,Mutual Fund,Common Stock,"4,048,548,218","4,048,548,218",YES
20250901141031NAL0013656881001,73,9,,NOT FOUND,,NOT FOUND,,NOT FOUND,"8,288,146,883",NOT FOUND,YES
20250901141031NAL0013656881001,73,10,JPMorgan SmartRetirement Passive Blend 2020 Fund; CF-Z,JP Morgan,Collective Investment Fund,SmartRetirement Passive Blend 2020 Fund CF-Z,,Mutual Fund,"482,862,012","482,862,012",YES
20250901141031NAL0013656881001,73,11,JPMorgan SmartRetirement Passive Blend 2025 Fund; CF-Z,JPMorgan,Collective Investment Fund,SmartRetirement Passive Blend 2025 Fund Class CF-Z,,Mutual Fund,"909,180,476","909,180,476",YES
20250901141031NAL0013656881001,73,12,JPMorgan SmartRetirement Passive Blend 2030 Fund; CF-Z,JPMorgan,Collective Investment Fund,SmartRetirement Passive Blend 2030 Fund Class CF-Z,,Mutual Fund,"1,279,489,083","1,279,489,083",YES
20250901141031NAL0013656881001,73,13,JPMorgan SmartRetirement Passive Blend 2035 Fund; CF-Z,JPMorgan,Collective Investment Fund,SmartRetirement Passive Blend 2035 Fund Class CF-Z,,Mutual Fund,"1,663,946,483","1,663,946,483",YES
20250901141031NAL0013656881001,73,14,JPMorgan SmartRetirement Passive Blend 2040 Fund; CF-Z,JPMorgan,Collective Investment Fund,SmartRetirement Passive Blend 2040 Fund Class CF-Z,,Mutual Fund,"1,631,398,818","1,631,398,818",YES
20250901141031NAL0013656881001,73,15,JPMorgan SmartRetirement Passive Blend 2045 Fund; CF-Z,JPMorgan,Collective Investment Fund,SmartRetirement Passive Blend 2045 Fund Class CF-Z,,Mutual Fund,"1,485,904,387","1,485,904,387",YES
20250901141031NAL0013656881001,73,16,JPMorgan SmartRetirement Passive Blend 2050 Fund; CF-Z,JPMorgan,Collective Investment Fund,SmartRetirement Passive Blend 2050 Fund Class CF-Z,,Mutual Fund,"1,198,238,064","1,198,238,064",YES
20250901141031NAL0013656881001,73,17,JPMorgan SmartRetirement Passive Blend 2055 Fund; CF-Z,JPMorgan,Collective Investment Fund,SmartRetirement Passive Blend 2055 Fund Class CF-Z,,Mutual Fund,"676,494,594","676,494,594",YES
20250901141031NAL0013656881001,73,18,JPMorgan SmartRetirement Passive Blend 2060 Fund; CF-Z,JPMorgan,Collective Investment Fund,SmartRetirement Passive Blend 2060 Fund Class CF-Z,,Mutual Fund,"213,948,883","213,948,883",YES
20250901141031NAL0013656881001,73,19,JPMorgan SmartRetirement Passive Blend 2065 Fund; CF-Z,JPMorgan,Collective Investment Fund,SmartRetirement Passive Blend 2065 Fund Class CF-Z,,Mutual Fund,"13,447,530","13,447,530",YES
20250901141031NAL0013656881001,73,20,JPMorgan SmartRetirement Passive Blend Income Fund; CF-Z,JPMorgan,Collective Investment Fund,SmartRetirement Passive Blend Income Fund Class CF-Z,,Mutual Fund,"276,595,998","276,595,998",YES
20250901141031NAL0013656881001,73,21,Vanguard Institutional Total Bond Market Index Trust,Vanguard,Collective Investment Fund,Total Bond Market Index Fund,,Corporate Bond,"1,090,139,220","1,090,139,220",YES
20250901141031NAL0013656881001,73,22,Vanguard Institutional Total International Stock Market Index,Vanguard,Collective Investment Fund,Total International Stock Market Index Fund,,Common Stock,"1,157,787,900","1,157,787,900",YES
20250901141031NAL0013656881001,73,23,KP Interest Income Fund,KP,Collective Investment Fund,Interest Income Fund,,Mutual Fund,"1,487,870,777","1,487,870,777",YES
20250901141031NAL0013656881001,73,24,,NOT FOUND,,NOT FOUND,,NOT FOUND,"13,567,304,225",NOT FOUND,YES
20250901141031NAL0013656881001,73,25,Vanguard Brokerage Option Fund,Vanguard,Participant-directed brokerage accounts,Brokerage Option Fund,,Mutual Fund,"128,819,612","128,819,612",YES
20250901141031NAL0013656881001,73,26,Total investments per financial statements,NOT FOUND,,NOT FOUND,,NOT FOUND,"21,984,270,720",NOT FOUND,YES
20250901141031NAL0013656881001,73,27,Notes receivable from participants,NOT FOUND,Interest rates ranging from 4.25% to 9.50%,NOT FOUND,,NOT FOUND,"514,181,510",NOT FOUND,YES
20250901141031NAL0013656881001,73,28,,NOT FOUND,and mature through January 2040,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
20250901141031NAL0013656881001,73,29,Total investments per Form 5500,NOT FOUND,,NOT FOUND,,NOT FOUND,"22,498,452,230",NOT FOUND,YES
20250901141031NAL0013656881001,89,1,Vanguard Cash Reserves Federal MM Fund Admiral Shares,NOT FOUND,,NOT FOUND,Mutual Fund,NOT FOUND,"$ 4,247,579",NOT FOUND,YES
20250901141031NAL0013656881001,89,2,Vanguard Core Bond Fund Admiral Shares,NOT FOUND,,NOT FOUND,Mutual Fund,NOT FOUND,"526,444,804",NOT FOUND,YES
20250901141031NAL0013656881001,89,3,Vanguard Explorer Fund Admiral Shares,NOT FOUND,,NOT FOUND,Mutual Fund,NOT FOUND,"262,837,491",NOT FOUND,YES
20250901141031NAL0013656881001,89,4,Vanguard FTSE Social  Institutional Shares,NOT FOUND,Mutual Fund,NOT FOUND,Index Fund,NOT FOUND,"791,513,032",NOT FOUND,YES
20250901141031NAL0013656881001,89,5,Vanguard Global ESG Select Stock Fund Admiral Shares,NOT FOUND,,NOT FOUND,Mutual Fund,NOT FOUND,"49,873,223",NOT FOUND,YES
20250901141031NAL0013656881001,89,6,Vanguard International Growth Fund Admiral Shares,NOT FOUND,,NOT FOUND,Mutual Fund,NOT FOUND,"738,719,638",NOT FOUND,YES
20250901141031NAL0013656881001,89,7,Vanguard PRIMECAP Fund Admiral Shares,NOT FOUND,,NOT FOUND,Mutual Fund,NOT FOUND,"1,865,962,898",NOT FOUND,YES
20250901141031NAL0013656881001,89,8,Vanguard Total Stock Market Index Fund Institutional Select Shares,NOT FOUND,,NOT FOUND,Mutual Fund,NOT FOUND,"4,048,548,218",NOT FOUND,YES
20250901141031NAL0013656881001,89,9,,NOT FOUND,,NOT FOUND,,NOT FOUND,"8,288,146,883",NOT FOUND,YES
20250901141031NAL0013656881001,89,10,JPMorgan SmartRetirement Passive Blend 2020 Fund; CF-Z,NOT FOUND,Collective Investment Fund,NOT FOUND,,NOT FOUND,"482,862,012",NOT FOUND,YES
20250901141031NAL0013656881001,89,11,JPMorgan SmartRetirement Passive Blend 2025 Fund; CF-Z,NOT FOUND,Collective Investment Fund,NOT FOUND,,NOT FOUND,"909,180,476",NOT FOUND,YES
20250901141031NAL0013656881001,89,12,JPMorgan SmartRetirement Passive Blend 2030 Fund; CF-Z,NOT FOUND,Collective Investment Fund,NOT FOUND,,NOT FOUND,"1,279,489,083",NOT FOUND,YES
20250901141031NAL0013656881001,89,13,JPMorgan SmartRetirement Passive Blend 2035 Fund; CF-Z,NOT FOUND,Collective Investment Fund,NOT FOUND,,NOT FOUND,"1,663,946,483",NOT FOUND,YES
20250901141031NAL0013656881001,89,14,JPMorgan SmartRetirement Passive Blend 2040 Fund; CF-Z,NOT FOUND,Collective Investment Fund,NOT FOUND,,NOT FOUND,"1,631,398,818",NOT FOUND,YES
20250901141031NAL0013656881001,89,15,JPMorgan SmartRetirement Passive Blend 2045 Fund; CF-Z,NOT FOUND,Collective Investment Fund,NOT FOUND,,NOT FOUND,"1,485,904,387",NOT FOUND,YES
20250901141031NAL0013656881001,89,16,JPMorgan SmartRetirement Passive Blend 2050 Fund; CF-Z,NOT FOUND,Collective Investment Fund,NOT FOUND,,NOT FOUND,"1,198,238,064",NOT FOUND,YES
20250901141031NAL0013656881001,89,17,JPMorgan SmartRetirement Passive Blend 2055 Fund; CF-Z,NOT FOUND,Collective Investment Fund,NOT FOUND,,NOT FOUND,"676,494,594",NOT FOUND,YES
20250901141031NAL0013656881001,89,18,JPMorgan SmartRetirement Passive Blend 2060 Fund; CF-Z,NOT FOUND,Collective Investment Fund,NOT FOUND,,NOT FOUND,"213,948,883",NOT FOUND,YES
20250901141031NAL0013656881001,89,19,JPMorgan SmartRetirement Passive Blend 2065 Fund; CF-Z,NOT FOUND,Collective Investment Fund,NOT FOUND,,NOT FOUND,"13,447,530",NOT FOUND,YES
20250901141031NAL0013656881001,89,20,JPMorgan SmartRetirement Passive Blend Income Fund; CF-Z,NOT FOUND,Collective Investment Fund,NOT FOUND,,NOT FOUND,"276,595,998",NOT FOUND,YES
20250901141031NAL0013656881001,89,21,Vanguard Institutional Total Bond Market Index Trust,NOT FOUND,Collective Investment Fund,NOT FOUND,,NOT FOUND,"1,090,139,220",NOT FOUND,YES
20250901141031NAL0013656881001,89,22,Vanguard Institutional Total International Stock Market Index,NOT FOUND,Collective Investment Fund,NOT FOUND,,NOT FOUND,"1,157,787,900",NOT FOUND,YES
20250901141031NAL0013656881001,89,23,KP Interest Income Fund,NOT FOUND,Collective Investment Fund,NOT FOUND,,NOT FOUND,"1,487,870,777",NOT FOUND,YES
20250901141031NAL0013656881001,89,24,,NOT FOUND,,NOT FOUND,,NOT FOUND,"13,567,304,225",NOT FOUND,YES
20250901141031NAL0013656881001,89,25,Vanguard Brokerage Option Fund,NOT FOUND,Participant-directed brokerage accounts,NOT FOUND,,NOT FOUND,"128,819,612",NOT FOUND,YES
20250901141031NAL0013656881001,89,1,Vanguard Cash Reserves Federal MM Fund Admiral Shares,NOT FOUND,,NOT FOUND,Mutual Fund,NOT FOUND,"4,247,579",NOT FOUND,YES
20250901141031NAL0013656881001,89,2,Vanguard Core Bond Fund Admiral Shares,NOT FOUND,,NOT FOUND,Mutual Fund,NOT FOUND,"526,444,804",NOT FOUND,YES
20250901141031NAL0013656881001,89,3,Vanguard Explorer Fund Admiral Shares,NOT FOUND,,NOT FOUND,Mutual Fund,NOT FOUND,"262,837,491",NOT FOUND,YES
20250901141031NAL0013656881001,89,4,Vanguard FTSE Social  Institutional Shares,NOT FOUND,Mutual Fund,NOT FOUND,Index Fund,NOT FOUND,"791,513,032",NOT FOUND,YES
20250901141031NAL0013656881001,89,5,Vanguard Global ESG Select Stock Fund Admiral Shares,NOT FOUND,,NOT FOUND,Mutual Fund,NOT FOUND,"49,873,223",NOT FOUND,YES
20250901141031NAL0013656881001,89,6,Vanguard International Growth Fund Admiral Shares,NOT FOUND,,NOT FOUND,Mutual Fund,NOT FOUND,"738,719,638",NOT FOUND,YES
20250901141031NAL0013656881001,89,7,Vanguard PRIMECAP Fund Admiral Shares,NOT FOUND,,NOT FOUND,Mutual Fund,NOT FOUND,"1,865,962,898",NOT FOUND,YES
20250901141031NAL0013656881001,89,8,Vanguard Total Stock Market Index Fund Institutional Select Shares,NOT FOUND,,NOT FOUND,Mutual Fund,NOT FOUND,"4,048,548,218",NOT FOUND,YES
20250901141031NAL0013656881001,89,9,,NOT FOUND,,NOT FOUND,,NOT FOUND,"8,288,146,883",NOT FOUND,YES
20250901141031NAL0013656881001,89,10,JPMorgan SmartRetirement Passive Blend 2020 Fund; CF-Z,NOT FOUND,Collective Investment Fund,NOT FOUND,,NOT FOUND,"482,862,012",NOT FOUND,YES
20250901141031NAL0013656881001,89,11,JPMorgan SmartRetirement Passive Blend 2025 Fund; CF-Z,NOT FOUND,Collective Investment Fund,NOT FOUND,,NOT FOUND,"909,180,476",NOT FOUND,YES
20250901141031NAL0013656881001,89,12,JPMorgan SmartRetirement Passive Blend 2030 Fund; CF-Z,NOT FOUND,Collective Investment Fund,NOT FOUND,,NOT FOUND,"1,279,489,083",NOT FOUND,YES
20250901141031NAL0013656881001,89,13,JPMorgan SmartRetirement Passive Blend 2035 Fund; CF-Z,NOT FOUND,Collective Investment Fund,NOT FOUND,,NOT FOUND,"1,663,946,483",NOT FOUND,YES
20250901141031NAL0013656881001,89,14,JPMorgan SmartRetirement Passive Blend 2040 Fund; CF-Z,NOT FOUND,Collective Investment Fund,NOT FOUND,,NOT FOUND,"1,631,398,818",NOT FOUND,YES
20250901141031NAL0013656881001,89,15,JPMorgan SmartRetirement Passive Blend 2045 Fund; CF-Z,NOT FOUND,Collective Investment Fund,NOT FOUND,,NOT FOUND,"1,485,904,387",NOT FOUND,YES
20250901141031NAL0013656881001,89,16,JPMorgan SmartRetirement Passive Blend 2050 Fund; CF-Z,NOT FOUND,Collective Investment Fund,NOT FOUND,,NOT FOUND,"1,198,238,064",NOT FOUND,YES
20250901141031NAL0013656881001,89,17,JPMorgan SmartRetirement Passive Blend 2055 Fund; CF-Z,NOT FOUND,Collective Investment Fund,NOT FOUND,,NOT FOUND,"676,494,594",NOT FOUND,YES
20250901141031NAL0013656881001,89,18,JPMorgan SmartRetirement Passive Blend 2060 Fund; CF-Z,NOT FOUND,Collective Investment Fund,NOT FOUND,,NOT FOUND,"213,948,883",NOT FOUND,YES
20250901141031NAL0013656881001,89,19,JPMorgan SmartRetirement Passive Blend 2065 Fund; CF-Z,NOT FOUND,Collective Investment Fund,NOT FOUND,,NOT FOUND,"13,447,530",NOT FOUND,YES
20250901141031NAL0013656881001,89,20,JPMorgan SmartRetirement Passive Blend Income Fund; CF-Z,NOT FOUND,Collective Investment Fund,NOT FOUND,,NOT FOUND,"276,595,998",NOT FOUND,YES
20250901141031NAL0013656881001,89,21,Vanguard Institutional Total Bond Market Index Trust,NOT FOUND,Collective Investment Fund,NOT FOUND,,NOT FOUND,"1,090,139,220",NOT FOUND,YES
20250901141031NAL0013656881001,89,22,Vanguard Institutional Total International Stock Market Index,NOT FOUND,Collective Investment Fund,NOT FOUND,,NOT FOUND,"1,157,787,900",NOT FOUND,YES
20250901141031NAL0013656881001,89,23,KP Interest Income Fund,NOT FOUND,Collective Investment Fund,NOT FOUND,,NOT FOUND,"1,487,870,777",NOT FOUND,YES
20250901141031NAL0013656881001,89,24,,NOT FOUND,,NOT FOUND,,NOT FOUND,"13,567,304,225",NOT FOUND,YES
20250901141031NAL0013656881001,89,25,Vanguard Brokerage Option Fund,NOT FOUND,Participant-directed brokerage accounts,NOT FOUND,,NOT FOUND,"128,819,612",NOT FOUND,YES
20250901141031NAL0013656881001,89,26,Total investments per financial statements,NOT FOUND,,NOT FOUND,,NOT FOUND,"21,984,270,720",NOT FOUND,YES
20250901141031NAL0013656881001,89,27,Notes receivable from participants,NOT FOUND,Interest rates ranging from 4.25% to 9.50%,NOT FOUND,,NOT FOUND,"514,181,510",NOT FOUND,YES
20250901141031NAL0013656881001,89,28,,NOT FOUND,and mature through January 2040,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
20250901141031NAL0013656881001,89,29,Total investments per Form 5500,NOT FOUND,,NOT FOUND,,NOT FOUND,"22,498,452,230",NOT FOUND,YES
20250901141031NAL0013656881001,72,1,"August 1,",August 1,,"August 1,",,Other,2025,2025,YES
20250901141031NAL0013656881001,78,1,"August 1,",NOT FOUND,,NOT FOUND,,NOT FOUND,2025,NOT FOUND,YES
20250910120233NAL0013422467001,15,1,,NOT FOUND,,NOT FOUND,,NOT FOUND,-123456789012345,NOT FOUND,YES
20250910120233NAL0013422467001,15,2,,NOT FOUND,(1) Employer securities ...............................................................................,NOT FOUND,,NOT FOUND,-123456789012345,NOT FOUND,YES
20250910120233NAL0013422467001,15,4,,NOT FOUND,(2) Employer real property ..........................................................................,NOT FOUND,,NOT FOUND,-123456789012345,NOT FOUND,YES
20250910120233NAL0013422467001,15,6,,NOT FOUND,1e Buildings and other property used in plan operation .................................... Total assets (add all amounts in lines 1a through 1e) ..................................,NOT FOUND,,NOT FOUND,-123456789012345,NOT FOUND,YES
20250910120233NAL0013422467001,15,8,,NOT FOUND,1f Liabilities,NOT FOUND,,NOT FOUND,-123456789012345,NOT FOUND,YES
20250910120233NAL0013422467001,15,11,,NOT FOUND,1g Benefit claims payable ................................................................................,NOT FOUND,,NOT FOUND,-123456789012345,NOT FOUND,YES
20250910120233NAL0013422467001,15,13,,,1h Operating payables ..................................................................................... Acquisition indebtedness .............................................................................,1h Operating payables ..................................................................................... Acquisition indebtedness .............................................................................,,Other,-123456789012345,-123456789012345,YES
20250910120233NAL0013422467001,15,15,,NOT FOUND,1i Other liabilities .............................................................................................,NOT FOUND,,NOT FOUND,-123456789012345,NOT FOUND,YES
20250910120233NAL0013422467001,15,17,,NOT FOUND,1j,NOT FOUND,,NOT FOUND,-123456789012345,NOT FOUND,YES
20250910120233NAL0013422467001,15,19,,NOT FOUND,1k Total liabilities (add all amounts in lines 1g through1j) ................................. Net Assets Net assets (subtract line 1k from line 1f) ......................................................,NOT FOUND,,NOT FOUND,-123456789012345,NOT FOUND,YES
20250910120233NAL0013422467001,15,22,,NOT FOUND,1l,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
20250910120233NAL0013422467001,15,23,,NOT FOUND,Part II Income and Expense Statement,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
20250910120233NAL0013422467001,15,24,,NOT FOUND,,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
20250910120233NAL0013422467001,15,25,,NOT FOUND,,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
20250910120233NAL0013422467001,19,1,HH0Q SSGA TARGET,SSGA,,Target,,Target Date Fund,2065,2065,YES
20250910120233NAL0013422467001,19,2,HH2B GM DC - PYRAMIS LIFECYCLE,Pyramis,,GM DC Lifecycle,,Other,2000,2000,YES
20250910120233NAL0013422467001,19,3,HH2D GM DC - PYRAMIS LIFECYCLE,Pyramis,,GM DC Lifecycle,,Other,2005,2005,YES
20250910120233NAL0013422467001,19,4,HH2E GM DC - PYRAMIS LIFECYCLE,Pyramis,,GM DC Lifecycle,,Other,2010,2010,YES
20250910120233NAL0013422467001,19,5,HH2F GM DC - PYRAMIS LIFECYCLE,Pyramis,,GM DC Pyramis Lifecycle Fund HH2F,,Mutual Fund,2015,2015,YES
20250910120233NAL0013422467001,19,6,HH2G GM DC - PYRAMIS LIFECYCLE,Pyramis,,GM DC Pyramis Lifecycle Fund HH2G,,Mutual Fund,2020,2020,YES
20250910120233NAL0013422467001,19,7,HH2H GM DC - PYRAMIS LIFECYCLE,Pyramis,,GM DC Pyramis Lifecycle Fund HH2H,,Mutual Fund,2025,2025,YES
20250910120233NAL0013422467001,19,8,HH2I GM DC - PYRAMIS LIFECYCLE,Pyramis,,GM DC Pyramis Lifecycle Fund HH2I,,Mutual Fund,2030,2030,YES
20250910120233NAL0013422467001,19,9,HH2J GM DC - PYRAMIS LIFECYCLE,Pyramis,,GM DC Pyramis Lifecycle Fund HH2J,,Mutual Fund,2035,2035,YES
20250910120233NAL0013422467001,19,10,HH2L GM DC - PYRAMIS LIFECYCLE,Pyramis,,GM DC Pyramis Lifecycle Fund HH2L,,Mutual Fund,2040,2040,YES
20250910120233NAL0013422467001,19,11,HH2M GM DC - PYRAMIS LIFECYCLE,Pyramis,,GM DC Pyramis Lifecycle Fund HH2M,,Mutual Fund,2045,2045,YES
20250910120233NAL0013422467001,19,12,HH2O GM DC - PYRAMIS LIFECYCLE,Pyramis,,GM DC Pyramis Lifecycle Fund HH2O,,Mutual Fund,2050,2050,YES
20250910120233NAL0013422467001,19,13,HH2W GM DC - PYRAMIS LIFECYCLE,Pyramis,,GM DC Pyramis Lifecycle Fund HH2W,,Mutual Fund,2055,2055,YES
20250910120233NAL0013422467001,21,1,STATE STREET BANK + TRUST CO SHORT TERM INVESTMENT FUND 1.000 12/31/,State Street,,Bank + Trust Co Short Term Investment Fund,,Mutual Fund,2030,2030,YES
20250910120233NAL0013422467001,22,1,PROMARK INCOME FUND II 27,ProMark,,ProMark Income Fund II 27,Mutual Fund,Mutual Fund,7066972,7066972,YES
20250910120233NAL0013422467001,25,1,BRIDGEWATER ALL WEATHER,Bridgewater,,All Weather,Registered Investment Company,Other,4296588.76,4296588.76,YES
20250910120233NAL0013422467001,25,2,AMERICAN BEACON AHL TARGETRISK AMER BCN AHL TRGTRSK R5,American Beacon,,AHL TargetRisk Fund Class R5,Registered Investment Company,Mutual Fund,4292377.57,4292377.57,YES
20250910120233NAL0013422467001,25,3,ARIEL FUND ARIEL FUND,Ariel Investments,,Ariel Fund,Registered Investment Company,Mutual Fund,301900657.24,301900657.24,YES
20250910120233NAL0013422467001,25,4,FIDELITY GROUP TR FOR EMPLOYEE,Fidelity,,Group Trust for Employee Benefit Plans,Registered Investment Company,Mutual Fund,4549543024.30,4549543024.30,YES
20250910120233NAL0013422467001,25,5,FIDELITY GROUP TR FOR,Fidelity,,Group Trust,Registered Investment Company,Mutual Fund,3154612616.72,3154612616.72,YES
20250910120233NAL0013422467001,25,6,PANAGORA MASTER COLLECTIVE,PanAgora,,Master Collective Trust,Registered Investment Company,Common/Collective Trust Fund,4311275.19,4311275.19,YES
20250910120233NAL0013422467001,25,7,PIMCO INCOME FUND PIMCO INCOME FUND INS,PIMCO,,Income Fund Institutional Shares,Registered Investment Company,Mutual Fund,503177779.80,503177779.80,YES
20250910120233NAL0013422467001,25,8,VANGUARD FTSE SOCIAL INDEX FUN VANGUARD FTSE SOC INDX,Vanguard,,FTSE Social Index Fund,Registered Investment Company,Mutual Fund,700834578.13,700834578.13,YES
20250910120233NAL0013422467001,25,9,IVZ BALANCED RISK ALLOC. 10 FD,Invesco,,Balanced-Risk Allocation 10 Fund,Registered Investment Company,Mutual Fund,4309482.57,4309482.57,YES
20250910120233NAL0013422467001,27,1,ASSET CATEGORY NOT FOUND,ASSET CATEGORY NOT FOUND,,ASSET CATEGORY NOT FOUND,Mutual Fund,Other,0,0,YES
20250918135045NAL0001406529001,24,1,,NOT FOUND,,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
20250918135045NAL0001406529001,24,2,,NOT FOUND,,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
20250918135045NAL0001406529001,24,3,,NOT FOUND,,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
20250918135045NAL0001406529001,24,4,,NOT FOUND,,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
