sponsor_ein,plan_number,plan_year,sponsor,plan_name,sponsor_plan_key,issuer_name,investment_description,asset_type,morningstar_ticker,par_value,cost,current_value,units_or_shares,page_number,row_id,confidence,pdf_stem
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Transamerica,Transamerica - International Equity,Mutual Fund,,,,"52,040",,83,12,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Transamerica,Transamerica - Inflation Opportunities,Mutual Fund,,,,"50,924",,83,13,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Transamerica,Transamerica - Partners International Equity,Mutual Fund,,,,"48,688",,83,14,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Transamerica,Transamerica - Asset Allocation Short Horizon,Mutual Fund,,,,"23,580",,83,15,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Transamerica,Transamerica - Intermediate Bond Variable,Mutual Fund,,,,"22,294",,83,16,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Transamerica,Transamerica - Partners Money Market,Mutual Fund,,,,"14,946",,83,17,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Target Retirement 2055,Mutual Fund,VTSAX,,,"13,434",,83,18,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Target Retirement 2060,Mutual Fund,VTSAX,,,"12,248",,83,19,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Target Retirement 2050,Mutual Fund,VTSAX,,,"11,750",,83,20,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Target Retirement 2030,Mutual Fund,VTSAX,,,"11,395",,83,21,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Mutual of New York,Mutual of New York - Large Growth,Mutual Fund,,,,"7,823",,83,22,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Transamerica,Transamerica - Small Cap Value,Mutual Fund,,,,"7,290",,83,23,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Mutual of New York,Mutual of New York - Balanced II,Mutual Fund,,,,"4,178",,83,24,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Transamerica,Transamerica - Small Cap Growth,Mutual Fund,,,,"3,738",,83,25,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Transamerica,Transamerica - Short-Term Bond,Mutual Fund,,,,"3,443",,83,26,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Target Retirement 2040,Mutual Fund,VTSAX,,,"3,108",,83,27,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Transamerica,Transamerica - Balanced II Variable,Mutual Fund,,,,"3,081",,83,28,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Transamerica,Transamerica - Partners High Yield Bond,Mutual Fund,,,,"2,249",,83,29,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Target Retirement 2035,Mutual Fund,VTSAX,,,"1,593",,83,30,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Total Bond Market Index Fund Institutional,Mutual Fund,VTSAX,,,"1,487",,83,31,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Developed Markets Index Fund Institutional,Mutual Fund,VTSAX,,,901,,83,32,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Emerging Markets Stock Index Fund Institutional,Mutual Fund,VTSAX,,,739,,83,33,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Target Retirement 2065,Mutual Fund,VTSAX,,,504,,83,34,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Target Retire Income,Mutual Fund,VTSAX,,,431,,83,35,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Mutual of New York,Mutual of New York - Money Market,Mutual Fund,,,,129,,83,36,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Medley,Medley Prudential Capital Growth,Common/Collective Trust Fund,,,,"30,663,605",,83,39,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Medley,Medley PSF Stock Index Portfolio,Common/Collective Trust Fund,,,,"23,947,804",,83,40,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Medley,Medley PSF Jennison Blend,Common/Collective Trust Fund,,,,"18,435,202",,83,41,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Empower,Empower - Medley PSF Stock Index Portfolio,Common/Collective Trust Fund,,,,"8,277,259",,83,42,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Medley,Medley PSF PGIM Flexible Managed Portfolio,Common/Collective Trust Fund,,,,"5,797,477",,83,43,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Empower,Empower - Medley Prudential Capital Growth,Common/Collective Trust Fund,,,,"5,748,026",,83,44,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Medley,Medley PSF Global Portfolio,Common/Collective Trust Fund,,,,"3,804,115",,83,45,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Medley,Medley PSF PGIM 50/50 Balanced Portfolio,Common/Collective Trust Fund,,,,"3,605,224",,83,46,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Empower,Empower - Medley PSF PGIM Flexible Managed Portfolio,Common/Collective Trust Fund,,,,"3,115,284",,83,47,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Empower,Empower - Medley PSF Jennison Blend Portfolio,Common/Collective Trust Fund,,,,"$ 2,092,327",,84,2,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Empower,Empower - Medley PSF Global Portfolio,Common/Collective Trust Fund,,,,"1,544,609",,84,3,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Medley,Medley PSF PGIM Government Money Market Portfolio,Common/Collective Trust Fund,,,,"875,398",,84,4,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Medley,Medley PSF PGIM Total Retirement Bond Portfolio,Common/Collective Trust Fund,,,,"767,568",,84,5,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Medley,Medley PSF PGIM Government Income Portfolio,Common/Collective Trust Fund,,,,"472,602",,84,6,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Empower,Empower - Medley PSF PGIM 50/50 Balanced Portfolio,Common/Collective Trust Fund,,,,"388,303",,84,7,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Empower,Empower - Medley PSF PGIM Total Retirement Bond Portfolio,Common/Collective Trust Fund,,,,"84,039",,84,8,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Empower,Empower - Medley PSF Government Money Market Portfolio,Common/Collective Trust Fund,,,,"45,180",,84,9,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Empower,Empower - Medley PSF PGIM Government Income Portfolio,Common/Collective Trust Fund,,,,"35,088",,84,10,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Empower,Empower - Prudential Long-Term Growth,Common/Collective Trust Fund,,,,"1,300",,84,11,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,TIAA,TIAA Real Estate Fund,Real Estate,,,,"124,469,464",,84,14,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,TIAA,TIAA Traditional Non-Benefit Responsive,Other,,,,"540,050,662",,84,16,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,TIAA,TIAA Traditional Fully-Benefit Responsive,Other,,,,"1,130,799,428",,84,18,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,TIAA,TIAA Stable Value,Other,,,,"53,191,986",,84,19,,20251010091018NAL0017491794001
13-1624096,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,TIAA,TIAA Traditional Fully-Benefit Responsive 2,Other,,,,"1,332,563",,84,20,,20251010091018NAL0017491794001
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,TIAA,TIAA and CREF TIAA Traditional Benefit-Responsive N/R,Other,,,,483063157,,47,1,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,TIAA,TIAA and CREF TIAA Traditional Non-Benefit- N/R,Other,,,,434599533,,47,2,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,TIAA,TIAA and CREF CREF Core Bond Market Account N/R,Mutual Fund,,,,18382463,,47,3,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,TIAA,TIAA and CREF CREF Equity Index Account N/R,Mutual Fund,,,,38699578,,47,4,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,TIAA,TIAA and CREF CREF Global Equities Account N/R,Mutual Fund,,,,47214510,,47,5,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,TIAA,TIAA and CREF CREF Growth Account N/R,Mutual Fund,,,,85937192,,47,6,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,TIAA,TIAA and CREF CREF Inflation-Linked Bond Account N/R,Mutual Fund,,,,8208942,,47,7,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,TIAA,TIAA and CREF CREF Money Market Account N/R,Mutual Fund,,,,18296517,,47,8,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,TIAA,TIAA and CREF CREF Social Choice Account N/R,Mutual Fund,,,,24149539,,47,9,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,TIAA,TIAA and CREF CREF Stock Account N/R,Mutual Fund,,,,457561719,,47,10,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,TIAA,TIAA and CREF TIAA Real Estate Account N/R,Real Estate,,,,37668168,,47,11,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,PGIM,PGIM Jennison Fund PGIM Jennison Small Company N/R,Mutual Fund,,,,23576166,,47,12,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Principal,Principal Funds Principal Global Real Estate Sec N/R,Mutual Fund,,,,32352698,,47,13,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Extend Mkt Index Institutional N/R,Mutual Fund,VTSAX,,,325812355,,47,14,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Extend Market Index Institutional N/R,Mutual Fund,VTSAX,,,325812355,,47,14,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Fed Money Mkt N/R,Mutual Fund,VTSAX,,,93903179,,47,15,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Fed Money Market N/R,Mutual Fund,VTSAX,,,93903179,,47,15,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard FTSE Social Idx Institutional N/R,Mutual Fund,VTSAX,,,51526874,,47,16,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard FTSE Social Index Institutional N/R,Mutual Fund,VTSAX,,,51526874,,47,16,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Global Equity Inv N/R,Mutual Fund,VTSAX,,,60236557,,47,17,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Inflation Prot Sec Institutional N/R,Mutual Fund,VTSAX,,,47231047,,47,18,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Institutional Index Institutional N/R,Mutual Fund,VTSAX,,,711334023,,47,19,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Int'l Growth Adm N/R,Mutual Fund,VTSAX,,,156533239,,47,20,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Institutional Tgt Retirement 2020 N/R,Mutual Fund,VTSAX,,,54311899,,47,21,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Inst Tgt Retirement 2020 N/R,Mutual Fund,VTSAX,,,54311899,,47,21,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Institutional Tgt Retirement 2025 N/R,Mutual Fund,VTSAX,,,123003358,,47,22,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Inst Tgt Retirement 2025 N/R,Mutual Fund,VTSAX,,,123003358,,47,22,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Institutional Tgt Retirement 2030 N/R,Mutual Fund,VTSAX,,,173923333,,47,23,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Inst Tgt Retirement 2030 N/R,Mutual Fund,VTSAX,,,173923333,,47,23,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Institutional Tgt Retirement 2035 N/R,Target Date Fund,VTSAX,,,254798959,,48,1,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Inst Tgt Retirement 2035 N/R,Mutual Fund,VTSAX,,,254798959,,48,1,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Institutional Tgt Retirement 2040 N/R,Target Date Fund,VTSAX,,,291425992,,48,2,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Institutional Tgt Retirement 2045 N/R,Target Date Fund,VTSAX,,,336908299,,48,3,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Institutional Tgt Retirement 2050 N/R,Target Date Fund,VTSAX,,,369576360,,48,4,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Institutional Tgt Retirement 2055 N/R,Target Date Fund,VTSAX,,,291862754,,48,5,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Institutional Tgt Retirement 2060 N/R,Target Date Fund,VTSAX,,,138775010,,48,6,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Institutional Tgt Retirement 2065 N/R,Target Date Fund,VTSAX,,,24974524,,48,7,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Institutional Tgt Retirement 2070 N/R,Target Date Fund,VTSAX,,,1432373,,48,8,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Institutional Tgt Retirement Income N/R,Target Date Fund,VTSAX,,,27142383,,48,9,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard US Growth Adm N/R,Mutual Fund,VTSAX,,,291254847,,48,10,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Windsor II Admiral N/R,Mutual Fund,VTSAX,,,412706846,,48,11,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Fiduciary Trust Company Vanguard Ttl Bd Market Index InstPl N/R,Index Fund,,,,166125087,,48,12,,20251014151935NAL0001602227001 (1)
13-1924236,5,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Loans receivable from participants 2034 0,Loans receivable from participants 2034 0,Participant Loan,,,,42959428,,48,13,,20251014151935NAL0001602227001 (1)
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Level 1,Level 1,Other,,,,Quoted prices in active markets for identical assets or liabilities,,32,3,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Level 2,Level 2,Other,,,,"Observable inputs other than Level 1 prices, such as quoted prices for similar assets or liabilities;",,32,4,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Level 3,Level 3,Other,,,,Unobservable inputs supported by little or no market activity and are significant to the fair value of,,32,7,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,FIAM Index TD Income R,Mutual Fund,FSKAX,,**,"$ 16,943,258",,37,2,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,FIAM Index TD 2010 R,Mutual Fund,FSKAX,,**,"7,669,477",,37,3,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,FIAM Index TD 2015 R,Mutual Fund,FSKAX,,**,"15,410,985",,37,4,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,FIAM Index TD 2020 R,Mutual Fund,FSKAX,,**,"80,551,347",,37,5,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,FIAM Index TD 2025 R,Mutual Fund,FSKAX,,**,"177,560,977",,37,6,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,FIAM Index TD 2030 R,Mutual Fund,FSKAX,,**,"355,474,674",,37,7,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,FIAM Index TD 2035 R,Mutual Fund,FSKAX,,**,"457,748,889",,37,8,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,FIAM Index TD 2040 R,Mutual Fund,FSKAX,,**,"528,327,474",,37,9,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,FIAM Index TD 2045 R,Mutual Fund,FSKAX,,**,"435,269,129",,37,10,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,FIAM Index TD 2050 R,Mutual Fund,FSKAX,,**,"323,123,337",,37,11,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,FIAM Index TD 2055 R,Mutual Fund,FSKAX,,**,"211,735,499",,37,12,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,FIAM Index TD 2060 R,Mutual Fund,FSKAX,,**,"105,589,392",,37,13,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,FIAM Index TD 2065 R,Mutual Fund,FSKAX,,**,"58,637,522",,37,14,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Columbia,Col Contr Large Cap Core,Mutual Fund,,,**,"285,130,773",,37,15,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Atlanta Capital,AC High Qual Smid,Mutual Fund,,,**,"123,632,755",,37,16,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,MFS,MFS International Equity Fund Class 3A,Mutual Fund,,,**,"107,840,730",,37,17,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Prudential,Pru Core PL Bond Class 5,Mutual Fund,,,**,"90,502,370",,37,18,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Northern Trust,NT Collective All Country World ex-US Investable MFI,Mutual Fund,,,**,"181,440,182",,37,19,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Northern Trust,NT S&P 500 Index,Mutual Fund,,,**,"1,307,164,572",,37,20,,20251008163343NAL0003432819001
13-4013710,1,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Northern Trust,NT Bond Index Fund,Mutual Fund,,,**,"108,775,876",,37,21,,20251008163343NAL0003432819001
